User ID,Age,Gender,Country,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Social Media Platforms Used,Primary Platform,Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Occupation,Marital Status,Monthly Income (USD),Device Type,Internet Speed (Mbps),Subscription Platforms,Average Sleep Time (hrs),Physical Activity Time (hrs),Reading Time (hrs),Work/Study Time (hrs),Screen Time (hrs),Notifications Received Daily,Daily Music Listening Time (hrs),Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),Social Media Fatigue Level (scale 1-10),News Consumption Time (hrs),Ad Interaction Count,Time on Educational Platforms (hrs),Parental Status,Tech Savviness Level (scale 1-10),Preferred Device for Entertainment,Data Plan Used,Digital Well-being Awareness,Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Monthly Expenditure on Entertainment (USD)
7713,25,Female,USA,5.49,7.37,3,YouTube,3.09,1.68,3.24,Professional,Widowed,9705.96,PC,42.73,5,7.88,1.6,0.48,5.28,4.04,110,3.35,Movies,Education,Amazon Prime,1.94,5,1.32,3,2.23,Yes,2,Tablet,10GB,Low,2,4,24.13
7714,36,Male,Australia,1.23,6.65,2,Facebook,3.62,5.27,1.43,Retired,Married,8256.51,Smartphone,31.64,5,7.29,0.63,3.57,2.64,10.03,81,1.53,Series,Networking,Netflix,1.02,5,2.08,33,4.76,No,2,Smartphone,Unlimited,Moderate,1,2,172.42
7715,16,Female,USA,4.33,1.81,1,Instagram,3.34,6.52,1.92,Student,Married,5437.6,Tablet,98.4,5,7.99,0.3,3.94,4.56,4.59,165,3.51,Movies,News,Netflix,1.42,9,1.97,12,4.03,Yes,3,PC,Unlimited,High,4,8,281.31
7716,62,Other,Canada,3.34,4.45,3,Instagram,4.59,2.94,4.38,Unemployed,Divorced,8947.81,Tablet,27.83,0,7.01,2.57,1.87,0.28,7.52,131,5.68,News,Education,Netflix,2.44,3,2.85,41,2.08,No,8,PC,Unlimited,Low,4,6,361.27
7717,24,Other,India,5.01,3.65,2,Instagram,3.12,6.34,3.34,Professional,Married,6733.66,PC,32.03,2,6.85,2.86,3.99,3.9,4.57,125,5.6,News,Education,Amazon Prime,2.65,9,0.54,46,1.29,No,4,Tablet,Unlimited,Moderate,4,6,489.15
7718,60,Other,USA,7.86,1.49,1,YouTube,1.06,2.44,1.32,Retired,Single,2698.44,Tablet,11.48,5,4.15,2.02,1.08,3.12,7.66,177,3.81,Series,News,YouTube,1.52,8,1.31,5,4.2,No,3,Smart TV,50GB,High,3,4,11.7
7719,35,Other,USA,6.52,4.44,3,Facebook,3.08,4.39,1.06,Professional,Single,7999.64,Smartphone,84.57,1,4.56,2.39,2.4,6.13,11.86,132,3.2,Movies,Entertainment,Amazon Prime,3.55,6,1.43,43,0.52,Yes,3,Tablet,10GB,Low,1,5,118.6
7720,64,Other,UK,5.37,7.45,1,Facebook,4.61,2.5,4.09,Professional,Single,6591.63,Smartphone,8.8,2,5.66,2.26,3.54,1.69,8.66,75,0.79,Short Videos,Education,Amazon Prime,3.87,2,1.31,14,1.63,No,2,PC,50GB,Moderate,5,3,467.9
7721,41,Male,Canada,0.56,1.33,2,Facebook,2.7,1.17,2.61,Professional,Widowed,2516.16,PC,18.47,2,7.31,1.57,2.28,7.47,9.7,55,4.35,News,News,Spotify,2.06,6,0.24,35,4.41,No,5,PC,Unlimited,Moderate,3,2,426.53
7722,61,Male,Germany,3.87,0.87,3,Twitter,1.82,2.8,0.76,Unemployed,Single,1930.21,Smartphone,16.61,3,7.37,0.91,1.39,1.56,5.6,26,2.25,Movies,Education,Spotify,0.96,8,2.8,41,4.52,No,5,Tablet,10GB,Moderate,9,5,216.74
7723,13,Male,Germany,0.59,6.23,3,Instagram,0.84,4.19,0.22,Professional,Widowed,3973.04,PC,89.58,2,6.18,2.5,2.84,3.64,3.25,143,5.2,News,Education,Spotify,0.99,4,2.0,29,4.71,No,4,Tablet,50GB,Moderate,5,6,158.47
7724,51,Female,Canada,2.46,0.54,1,TikTok,4.72,4.91,4.82,Student,Single,6953.39,Smartphone,17.56,3,4.31,0.36,2.64,2.96,7.04,123,3.91,Movies,Education,YouTube,0.18,2,0.02,19,1.76,No,9,Smartphone,50GB,Moderate,4,6,413.63
7725,59,Other,Germany,0.71,5.99,5,Facebook,3.59,5.38,2.74,Student,Married,7656.64,PC,41.46,4,8.12,2.48,0.83,1.13,11.32,156,3.66,Short Videos,Education,Spotify,0.47,5,1.56,37,0.32,No,9,Smartphone,50GB,High,7,6,400.12
7726,20,Male,India,1.77,3.34,2,Twitter,4.07,5.56,4.64,Student,Widowed,3323.68,PC,11.04,1,6.97,1.25,3.08,6.15,7.78,96,1.56,News,Education,Amazon Prime,1.95,1,0.67,17,2.95,Yes,5,PC,50GB,Moderate,1,4,323.27
7727,18,Other,India,1.34,8.87,3,YouTube,2.2,4.32,4.25,Unemployed,Divorced,2152.2,Smartphone,65.74,0,6.0,2.94,1.79,7.02,3.9,80,1.23,Short Videos,Entertainment,Amazon Prime,2.09,4,1.19,48,0.78,Yes,5,PC,Unlimited,Moderate,6,9,279.45
7728,35,Other,Germany,3.89,9.67,2,TikTok,4.66,3.02,0.01,Unemployed,Married,3955.14,Tablet,78.69,2,6.65,2.14,0.87,6.51,4.27,113,2.92,News,Education,Amazon Prime,1.54,2,2.12,7,0.57,No,4,PC,10GB,Moderate,1,1,290.39
7729,61,Male,Germany,3.08,5.58,1,Instagram,1.4,5.73,0.84,Student,Married,9980.13,Smartphone,5.36,0,4.58,0.68,1.37,2.51,3.31,106,1.88,Movies,Networking,Netflix,0.87,7,1.41,18,4.89,No,6,Smartphone,Unlimited,Moderate,3,9,133.97
7730,41,Female,UK,0.8,2.93,5,Facebook,0.71,0.93,4.6,Student,Married,9631.28,Tablet,68.96,5,8.21,2.7,1.96,6.05,9.13,59,1.07,Series,News,Amazon Prime,1.88,3,1.32,32,2.49,No,9,Tablet,50GB,Moderate,4,1,485.14
7731,40,Other,Australia,3.2,0.81,1,Facebook,2.74,1.47,2.65,Retired,Divorced,9184.18,Smartphone,7.15,0,5.13,0.84,0.87,3.73,2.42,67,4.7,News,Entertainment,Amazon Prime,0.94,8,2.25,42,3.39,No,7,Smartphone,10GB,Low,5,3,60.15
7732,20,Other,USA,6.71,0.84,2,TikTok,1.69,0.68,1.39,Student,Divorced,1059.03,Smartphone,17.63,0,5.27,2.59,2.52,8.4,11.32,31,1.18,Movies,Education,YouTube,0.87,6,2.85,36,1.63,Yes,8,Tablet,Unlimited,High,8,2,226.62
7733,13,Female,India,2.15,0.65,1,Instagram,0.75,5.55,3.96,Professional,Married,5093.55,Smartphone,67.01,3,5.06,0.34,1.89,1.96,2.26,103,1.92,News,Networking,YouTube,0.92,4,0.71,17,1.59,Yes,9,Smart TV,50GB,Moderate,1,6,399.67
7734,55,Male,Germany,6.37,5.55,1,TikTok,2.67,6.78,3.15,Professional,Married,7099.0,Smartphone,46.09,4,7.76,2.7,1.12,7.79,8.4,77,2.7,Short Videos,News,Netflix,0.57,8,2.05,42,1.12,No,8,Tablet,10GB,Moderate,3,9,186.77
7735,17,Other,Australia,0.62,5.8,5,TikTok,1.99,1.61,1.46,Retired,Widowed,2528.98,PC,71.93,5,7.27,1.32,0.23,5.11,9.91,34,1.08,Series,Networking,YouTube,3.11,8,1.48,37,3.77,No,2,PC,50GB,Moderate,3,1,67.36
7736,45,Male,UK,3.13,4.45,2,Facebook,4.86,2.86,0.57,Professional,Divorced,7316.46,Tablet,49.48,1,8.73,0.88,1.35,3.59,5.94,171,4.3,News,Education,YouTube,0.17,8,0.66,2,2.11,Yes,1,Smart TV,10GB,Low,6,1,11.21
7737,60,Male,Canada,5.06,9.17,3,TikTok,0.33,3.06,4.66,Professional,Single,6288.54,PC,33.4,1,6.94,2.96,3.19,2.8,8.06,59,1.56,News,News,Spotify,2.97,4,2.18,25,1.01,No,9,Smartphone,50GB,Moderate,5,7,363.46
7738,23,Female,USA,1.76,3.45,1,Twitter,1.02,5.71,3.69,Unemployed,Divorced,7121.23,Tablet,17.9,0,7.82,0.6,3.97,1.5,6.53,88,4.6,Movies,Entertainment,Amazon Prime,2.21,2,0.39,11,0.1,No,5,PC,Unlimited,Low,6,8,331.64
7739,47,Other,India,4.01,7.79,2,Twitter,0.6,2.77,1.88,Unemployed,Divorced,9391.76,Smartphone,58.73,0,8.23,2.28,0.35,3.14,2.27,152,4.76,Short Videos,Education,Spotify,3.8,7,0.55,47,0.61,Yes,9,PC,Unlimited,Moderate,8,4,327.69
7740,17,Other,Canada,7.58,5.24,1,TikTok,4.54,0.63,3.74,Student,Divorced,1316.88,PC,93.92,0,8.54,2.6,0.03,7.4,3.29,104,2.28,Movies,Entertainment,Amazon Prime,2.22,8,0.37,29,4.43,No,3,PC,50GB,High,1,6,299.52
7741,44,Other,USA,6.51,2.47,2,Instagram,3.38,6.17,2.18,Student,Single,3715.79,Tablet,93.67,2,8.49,2.92,0.05,8.27,9.2,109,3.48,Series,Education,Amazon Prime,2.46,5,1.15,45,3.13,No,5,Tablet,Unlimited,Low,4,5,280.87
7742,21,Other,USA,6.57,6.87,4,Twitter,4.21,4.72,1.72,Retired,Widowed,2631.47,Tablet,50.65,4,8.17,0.64,2.56,5.72,8.2,181,1.24,Movies,Networking,Netflix,0.61,4,2.36,20,0.73,Yes,9,Smartphone,Unlimited,Moderate,9,3,441.61
7743,51,Other,UK,0.84,4.83,2,Instagram,0.69,4.31,1.52,Professional,Divorced,4908.84,Tablet,83.62,1,4.06,0.17,3.11,5.81,10.51,23,4.24,News,Entertainment,Amazon Prime,3.48,3,2.35,36,2.15,Yes,7,Tablet,10GB,Moderate,8,7,120.06
7744,28,Female,India,5.9,1.62,4,Instagram,3.63,3.18,1.3,Unemployed,Single,8609.08,Smartphone,10.81,2,7.43,1.45,2.16,6.66,2.73,137,0.99,Series,Entertainment,YouTube,0.17,5,0.4,46,0.62,Yes,2,Smart TV,10GB,High,8,9,202.6
7745,37,Male,India,2.94,3.08,3,TikTok,4.73,3.86,4.9,Professional,Single,4476.21,PC,14.45,1,7.29,0.69,3.13,9.46,8.67,60,5.32,News,Entertainment,YouTube,0.64,6,0.72,6,0.93,No,7,Tablet,Unlimited,High,6,7,44.14
7746,44,Female,Germany,1.82,10.0,1,Twitter,0.69,4.1,3.66,Student,Single,2281.11,Tablet,6.08,4,6.1,0.74,1.44,0.84,3.8,180,2.44,News,Networking,Spotify,2.7,5,2.66,38,3.38,Yes,2,Smartphone,Unlimited,Low,9,7,233.36
7747,21,Male,Australia,7.4,3.65,1,Twitter,2.08,4.15,3.61,Retired,Divorced,9480.97,Tablet,88.11,3,7.3,0.51,3.93,4.81,4.28,38,2.58,Movies,Networking,Spotify,1.86,2,0.32,25,4.87,No,9,Smartphone,10GB,High,1,5,485.81
7748,51,Male,USA,6.84,3.23,3,YouTube,2.34,4.56,0.78,Unemployed,Divorced,6438.88,Smartphone,9.26,1,5.6,0.6,2.23,5.53,10.48,51,4.22,News,Education,Spotify,1.33,6,1.6,5,1.06,Yes,9,Tablet,10GB,High,5,9,359.83
7749,28,Other,Canada,2.51,2.75,1,YouTube,0.95,3.61,4.2,Unemployed,Single,6252.34,Smartphone,29.66,4,6.67,2.58,2.27,7.09,4.68,146,5.43,News,Networking,Amazon Prime,3.16,1,2.44,36,1.86,Yes,9,Smartphone,50GB,Moderate,5,8,72.77
7750,47,Female,USA,0.94,1.46,3,Facebook,0.59,3.09,3.15,Professional,Divorced,1468.16,Smartphone,47.43,1,8.1,2.17,0.73,1.08,6.52,13,0.71,Series,News,Netflix,2.72,1,1.55,47,1.46,No,9,Tablet,50GB,High,3,4,245.03
7751,21,Male,Germany,1.72,3.0,3,Twitter,4.06,5.68,3.19,Student,Divorced,5422.89,Tablet,66.7,2,8.22,0.08,2.29,5.15,10.42,161,2.18,Movies,Entertainment,Amazon Prime,2.03,7,0.52,38,1.44,Yes,2,Smartphone,50GB,High,2,4,141.0
7752,48,Male,USA,4.73,5.31,4,YouTube,2.1,3.89,3.96,Unemployed,Single,9468.98,Smartphone,23.06,2,5.41,2.37,0.0,3.25,3.35,76,5.38,Short Videos,Education,Amazon Prime,2.35,7,1.2,45,4.68,No,6,Tablet,50GB,High,7,5,114.57
7753,19,Female,Germany,3.14,0.72,5,Twitter,4.57,1.0,3.87,Unemployed,Married,3909.48,Smartphone,54.01,0,7.99,2.12,3.34,4.7,9.53,92,0.69,Movies,Entertainment,Spotify,1.54,7,1.52,22,0.65,Yes,7,Tablet,Unlimited,Low,8,5,464.5
7754,35,Other,Germany,3.92,6.47,3,YouTube,2.24,0.64,2.63,Retired,Divorced,5423.61,Tablet,77.89,2,4.67,1.99,2.95,0.92,3.39,55,3.72,Movies,Entertainment,Amazon Prime,0.11,2,2.45,34,3.06,No,5,PC,50GB,Low,4,1,106.41
7755,25,Male,India,4.09,1.2,1,TikTok,2.59,3.47,3.39,Unemployed,Married,2878.94,Smartphone,80.07,1,6.29,2.21,1.41,2.59,5.02,152,1.87,News,Entertainment,Netflix,1.55,2,2.06,49,0.61,Yes,5,Smart TV,50GB,Low,3,9,202.27
7756,51,Other,USA,6.51,5.44,3,YouTube,2.89,3.98,1.27,Unemployed,Single,2775.61,Smartphone,67.74,0,4.36,2.3,0.2,3.93,4.91,133,5.1,News,Education,YouTube,1.02,5,2.77,5,4.92,No,9,Smart TV,Unlimited,Moderate,8,2,364.94
7757,26,Female,USA,1.82,6.25,1,Twitter,1.92,4.71,0.74,Unemployed,Divorced,2627.21,Tablet,98.51,2,6.76,1.01,2.04,7.07,3.26,172,5.8,News,News,YouTube,1.85,6,1.38,1,2.11,No,6,Smartphone,Unlimited,Low,8,7,448.37
7758,58,Male,USA,7.34,9.78,1,Facebook,1.37,3.58,3.0,Professional,Married,7374.1,Smartphone,73.25,2,6.06,2.95,1.68,9.38,6.91,57,3.26,Short Videos,Networking,Amazon Prime,2.25,6,1.82,18,0.56,Yes,2,Smartphone,10GB,High,4,1,380.43
7759,59,Male,UK,2.63,3.08,2,Instagram,0.55,5.12,1.28,Professional,Divorced,3904.35,PC,84.56,1,4.97,0.36,1.12,4.96,10.51,124,2.54,Movies,Networking,Netflix,2.71,4,0.21,46,0.82,No,2,Tablet,Unlimited,Low,8,9,314.71
7760,23,Male,Germany,5.02,4.89,2,Twitter,1.55,5.77,1.64,Unemployed,Married,3089.83,PC,40.85,1,5.43,0.16,0.1,4.61,5.47,22,3.98,Movies,Education,Spotify,3.27,7,1.47,2,3.12,No,2,PC,10GB,High,3,2,253.29
7761,44,Male,UK,7.08,3.09,5,Twitter,0.71,2.64,4.44,Student,Married,3473.89,Smartphone,71.76,5,4.9,1.07,0.31,0.48,2.67,154,4.06,Movies,Networking,Netflix,3.39,4,0.23,19,2.06,No,2,Smart TV,50GB,Low,3,1,40.39
7762,17,Female,Australia,3.06,4.89,2,Instagram,1.05,3.56,1.97,Retired,Married,2162.1,PC,31.42,0,7.58,0.29,2.35,1.21,5.66,160,3.03,Series,Networking,Netflix,0.79,8,1.12,39,0.4,Yes,7,Tablet,Unlimited,High,7,3,158.79
7763,33,Male,Canada,3.29,7.31,1,Facebook,0.98,5.48,0.68,Retired,Single,4309.96,Tablet,38.65,3,5.52,2.66,0.39,6.58,10.36,92,2.67,Series,News,Amazon Prime,1.6,5,0.9,25,1.6,Yes,8,Smartphone,Unlimited,Moderate,5,2,212.48
7764,50,Male,UK,3.09,6.83,5,Twitter,2.66,6.1,0.23,Unemployed,Divorced,2904.35,Smartphone,30.34,2,6.98,2.85,1.93,6.17,7.37,156,2.54,Movies,Networking,YouTube,1.69,2,1.54,30,4.95,Yes,6,Tablet,10GB,Moderate,7,1,55.49
7765,47,Other,Australia,1.47,4.31,4,YouTube,4.26,5.05,3.01,Professional,Single,1479.49,PC,52.16,1,7.04,0.53,0.09,6.16,3.48,164,3.87,Series,Entertainment,Amazon Prime,3.5,8,2.28,24,3.77,No,8,Smart TV,10GB,Low,3,5,382.5
7766,45,Female,USA,3.26,9.62,5,TikTok,2.51,5.14,2.98,Retired,Divorced,5752.13,Tablet,75.49,1,6.74,2.95,1.36,8.34,11.76,43,2.67,Short Videos,Education,Amazon Prime,1.86,6,2.81,35,0.47,No,6,PC,10GB,Moderate,6,8,264.77
7767,27,Female,UK,2.97,9.13,4,YouTube,0.48,5.97,1.42,Unemployed,Single,6710.65,Smartphone,65.91,5,4.58,2.63,2.93,7.31,3.42,121,3.25,Movies,Education,YouTube,1.67,8,0.32,34,3.41,Yes,7,Smart TV,Unlimited,High,1,3,455.47
7768,32,Female,UK,3.16,0.81,4,Twitter,0.67,2.11,0.11,Retired,Widowed,8889.35,PC,50.04,0,5.68,0.35,2.84,2.06,8.63,23,5.11,Movies,News,Netflix,3.92,4,2.86,8,2.3,No,8,Smartphone,50GB,Low,8,6,108.9
7769,18,Male,Germany,2.75,7.18,2,YouTube,2.39,4.6,2.63,Unemployed,Married,6353.14,PC,65.48,5,8.15,1.22,1.87,1.94,7.69,104,2.0,Movies,News,Spotify,1.59,2,1.22,27,1.57,Yes,9,Smart TV,50GB,Moderate,2,2,383.72
7770,50,Male,UK,4.59,8.87,3,TikTok,0.43,3.14,1.19,Retired,Single,2978.46,Smartphone,72.54,4,6.79,1.66,3.09,2.72,11.1,155,3.13,Series,News,Netflix,0.36,2,2.34,0,3.8,No,5,Tablet,10GB,High,5,1,241.08
7771,39,Other,India,1.35,3.48,2,TikTok,4.33,1.06,0.91,Professional,Widowed,5485.83,Tablet,68.62,5,6.13,2.64,2.99,3.58,8.42,105,1.38,Short Videos,Education,Spotify,3.17,1,1.8,5,2.51,No,2,Smartphone,50GB,Low,7,7,152.28
7772,49,Female,UK,0.75,2.96,2,Facebook,4.72,4.08,1.06,Professional,Divorced,3371.79,Smartphone,66.2,3,4.88,1.64,0.36,3.78,5.2,82,1.01,News,Networking,Netflix,3.79,7,1.35,21,4.29,Yes,6,Tablet,Unlimited,Moderate,5,1,366.4
7773,25,Male,Australia,7.8,6.24,2,TikTok,3.04,2.25,1.48,Professional,Married,1967.87,Tablet,71.87,2,4.35,0.95,1.15,2.05,7.47,54,4.94,Movies,Networking,Spotify,0.42,2,0.32,18,1.49,Yes,9,Smart TV,10GB,High,6,2,377.62
7774,29,Male,Germany,3.7,8.75,5,Facebook,4.21,6.71,2.55,Unemployed,Married,1044.79,Smartphone,92.18,4,4.49,1.23,3.15,0.69,8.33,113,4.47,Series,Entertainment,Spotify,2.45,1,0.37,40,1.16,Yes,5,Smartphone,Unlimited,Moderate,8,1,71.33
7775,30,Other,Australia,1.36,1.33,5,Twitter,1.54,3.29,0.83,Unemployed,Divorced,7812.2,Tablet,96.08,5,8.1,2.32,1.81,2.63,9.54,189,2.76,Series,Entertainment,Netflix,2.24,7,2.38,24,1.68,No,8,Smart TV,50GB,Low,6,6,119.03
7776,14,Male,Germany,1.6,2.67,3,TikTok,3.13,2.21,0.07,Professional,Married,7393.79,Smartphone,12.65,1,4.18,1.19,1.13,6.16,9.8,94,5.63,Movies,Networking,YouTube,3.62,5,2.84,36,3.71,Yes,5,Smartphone,10GB,High,8,3,163.44
7777,30,Other,India,7.19,3.31,5,YouTube,4.12,4.49,4.15,Professional,Widowed,2603.3,Smartphone,36.34,3,4.64,2.31,3.34,8.21,6.37,84,2.62,Series,Education,YouTube,3.42,9,1.83,30,1.42,Yes,3,Smartphone,50GB,Low,8,4,222.81
7778,54,Female,USA,6.48,8.24,2,Twitter,3.17,4.84,1.86,Unemployed,Divorced,6909.78,Smartphone,54.07,2,4.24,1.81,0.53,9.34,8.61,167,4.05,News,News,Spotify,2.91,3,2.05,14,4.36,Yes,3,PC,Unlimited,Low,10,8,342.55
7779,59,Male,India,4.82,6.92,1,Facebook,2.62,3.63,3.45,Student,Single,6378.27,Smartphone,34.11,5,6.44,1.2,2.1,3.18,2.73,125,3.08,Short Videos,Education,Amazon Prime,0.25,5,2.31,45,0.36,No,1,PC,50GB,Low,7,9,129.4
7780,39,Male,Australia,0.5,1.14,3,TikTok,2.17,3.6,2.24,Professional,Married,8504.4,PC,57.3,4,8.72,2.14,1.75,0.3,2.69,101,2.82,Short Videos,Entertainment,Amazon Prime,0.51,2,2.23,23,4.04,Yes,6,PC,Unlimited,Low,3,8,424.94
7781,36,Male,Germany,1.28,4.1,5,YouTube,3.68,0.91,2.21,Professional,Widowed,3502.75,PC,91.52,3,8.18,1.72,2.88,7.86,3.06,184,3.27,Movies,Entertainment,Spotify,3.72,6,1.51,32,4.88,No,2,PC,Unlimited,Low,5,3,495.55
7782,14,Female,Canada,6.73,4.07,1,Facebook,0.24,3.85,4.04,Retired,Widowed,1830.73,PC,87.51,4,7.44,0.53,3.84,0.6,3.79,37,2.21,Short Videos,News,Netflix,2.16,3,2.06,34,4.34,No,1,Smartphone,50GB,Low,9,5,276.09
7783,58,Other,USA,3.85,8.2,4,Facebook,2.59,5.48,0.97,Unemployed,Divorced,8018.92,Tablet,79.94,2,8.28,0.89,2.44,0.34,2.08,84,5.02,Series,Entertainment,Amazon Prime,1.85,5,1.78,35,0.57,No,9,Smartphone,50GB,High,7,8,104.01
7784,13,Other,India,2.92,2.45,5,TikTok,3.04,1.76,1.34,Professional,Single,7877.65,Tablet,11.18,5,8.3,2.62,0.72,8.68,9.66,69,2.41,Short Videos,Education,Spotify,1.25,7,0.89,27,2.59,No,2,Smart TV,50GB,Moderate,7,7,340.04
7785,62,Female,UK,3.07,0.86,5,YouTube,4.14,6.25,2.94,Unemployed,Divorced,2337.51,PC,40.45,5,4.15,2.1,1.53,1.23,2.26,118,4.65,Movies,Education,YouTube,3.91,8,0.82,12,4.34,No,4,PC,50GB,Moderate,5,1,313.06
7786,38,Other,Germany,3.47,5.62,1,Twitter,2.78,2.94,3.94,Professional,Widowed,1651.06,Smartphone,82.66,2,8.58,2.55,1.65,6.21,4.71,34,1.36,Movies,Networking,Amazon Prime,0.11,6,0.38,29,0.42,Yes,4,Smart TV,10GB,Moderate,5,3,247.73
7787,30,Female,India,4.93,9.98,1,Twitter,4.58,3.35,2.53,Unemployed,Married,3978.18,PC,20.71,3,5.71,1.81,3.9,9.87,11.25,75,3.77,News,Entertainment,Spotify,2.27,2,2.74,48,3.28,Yes,5,Smart TV,Unlimited,Low,8,3,272.4
7788,61,Other,UK,4.34,3.5,5,Instagram,4.41,3.1,3.34,Professional,Divorced,4693.12,Tablet,27.52,4,8.74,0.55,3.61,8.23,2.06,28,1.64,Series,Networking,Spotify,2.18,5,1.99,48,0.15,Yes,9,Smart TV,Unlimited,Low,3,9,457.54
7789,14,Female,UK,6.46,4.37,5,TikTok,2.78,5.94,4.38,Unemployed,Widowed,7590.53,Tablet,88.63,5,6.52,1.69,0.0,5.76,11.5,135,2.87,Series,News,Spotify,2.65,5,1.06,8,1.01,Yes,1,Smartphone,Unlimited,High,7,3,68.23
7790,43,Female,USA,3.42,9.29,3,YouTube,1.23,1.66,3.3,Student,Divorced,713.05,PC,35.03,0,5.54,2.97,2.45,8.54,10.46,85,5.97,News,Networking,YouTube,0.41,4,2.99,48,4.0,Yes,2,PC,50GB,Low,4,8,144.71
7791,41,Other,Canada,5.89,1.19,2,Instagram,3.89,1.74,1.2,Professional,Married,7090.47,PC,22.52,2,8.38,0.86,3.27,5.75,7.41,40,0.61,Series,Education,Amazon Prime,0.91,3,0.37,9,4.22,No,5,Smart TV,Unlimited,Moderate,2,5,27.14
7792,24,Female,Canada,7.8,6.83,2,Twitter,0.57,6.32,3.56,Professional,Divorced,6695.46,Smartphone,29.31,2,6.19,0.38,1.85,8.82,2.23,106,3.52,News,News,YouTube,0.82,3,0.25,6,0.13,Yes,2,Smart TV,10GB,Moderate,2,4,27.78
7793,35,Other,India,6.53,1.61,1,Facebook,3.86,2.91,4.02,Unemployed,Married,2148.96,PC,63.9,5,7.11,1.28,1.36,4.07,9.62,134,5.04,Short Videos,News,YouTube,3.71,5,1.77,32,0.59,No,7,PC,50GB,Low,8,4,81.32
7794,46,Male,Canada,7.84,7.33,1,Instagram,4.25,5.26,3.41,Professional,Single,3422.97,PC,21.37,1,5.12,2.18,2.96,6.76,3.56,145,3.24,Movies,Entertainment,Netflix,0.11,5,0.96,15,3.06,No,4,Smart TV,50GB,Low,1,7,353.49
7795,50,Male,Germany,7.01,3.36,2,Twitter,2.53,5.06,1.35,Unemployed,Widowed,2974.42,Tablet,79.64,2,7.05,2.02,0.52,2.75,7.71,140,0.89,Movies,Education,Amazon Prime,0.08,7,1.11,0,3.88,Yes,9,Smart TV,Unlimited,Low,8,3,132.16
7796,13,Male,Germany,5.28,6.43,3,TikTok,4.34,2.24,1.15,Student,Widowed,4279.61,Tablet,17.87,2,8.09,2.34,1.55,6.2,4.38,20,1.12,Short Videos,News,Amazon Prime,0.57,2,2.63,0,1.47,No,6,Smart TV,10GB,Moderate,5,1,247.56
7797,61,Male,Canada,0.86,8.1,3,TikTok,3.7,3.99,2.7,Professional,Married,2139.85,Tablet,62.21,2,4.85,1.66,0.71,1.99,3.22,190,4.84,Short Videos,News,YouTube,3.03,1,0.59,0,0.09,Yes,3,PC,50GB,High,4,5,392.19
7798,21,Male,USA,1.15,6.5,3,TikTok,2.28,4.59,1.87,Student,Widowed,8546.23,Tablet,63.67,5,8.62,0.48,0.33,7.43,4.42,73,1.48,Movies,News,Amazon Prime,2.11,6,2.73,29,4.55,No,2,PC,Unlimited,Low,8,9,353.3
7799,25,Other,Germany,0.89,4.77,1,YouTube,2.48,6.86,0.76,Unemployed,Divorced,9344.64,PC,57.15,4,5.1,1.55,3.66,8.03,2.23,82,2.84,Movies,Entertainment,YouTube,2.53,9,0.02,35,4.74,Yes,3,Smart TV,Unlimited,Moderate,9,1,182.26
7800,26,Female,Canada,4.45,4.34,2,YouTube,1.46,5.14,0.56,Unemployed,Single,5858.91,PC,90.5,2,5.53,1.81,3.48,3.51,7.0,62,5.66,Series,News,Spotify,0.33,7,2.39,41,3.88,Yes,6,PC,50GB,High,8,7,147.8
7801,14,Male,Germany,2.63,5.52,5,Facebook,4.72,3.55,1.08,Unemployed,Divorced,3061.1,Smartphone,21.86,4,5.46,1.37,3.89,4.87,3.7,114,4.29,Series,News,YouTube,3.91,1,1.8,41,4.03,No,4,PC,10GB,Low,1,5,481.09
7802,19,Male,Canada,3.16,3.92,3,Instagram,4.14,3.43,2.49,Unemployed,Divorced,5894.88,Smartphone,6.48,4,5.42,1.22,3.04,0.73,2.09,22,1.96,Series,Entertainment,Netflix,1.66,8,0.41,34,4.56,No,8,Smartphone,Unlimited,Moderate,9,4,84.59
7803,64,Female,Australia,3.82,6.78,3,Instagram,1.91,1.92,1.48,Professional,Married,9417.3,Tablet,61.74,2,6.74,1.21,1.07,0.87,10.1,196,5.42,Short Videos,News,Netflix,3.92,3,1.37,47,1.46,No,5,PC,50GB,Low,5,9,117.25
7804,29,Other,Australia,6.43,9.66,1,Facebook,4.09,3.23,1.34,Unemployed,Married,8021.98,PC,6.27,0,8.84,2.32,3.44,0.78,9.0,180,1.1,News,Education,Spotify,0.56,6,1.63,3,3.04,Yes,3,Smartphone,10GB,Low,8,1,283.28
7805,19,Other,Canada,5.37,4.18,3,YouTube,3.92,5.05,1.75,Unemployed,Married,6578.42,Smartphone,47.62,3,6.7,2.17,0.04,0.4,9.57,84,5.92,Short Videos,Entertainment,Amazon Prime,1.37,3,2.44,25,2.33,Yes,2,Smartphone,50GB,High,1,3,70.8
7806,18,Other,Canada,6.25,9.09,1,Facebook,2.98,5.08,2.82,Unemployed,Single,1019.8,Smartphone,16.52,2,5.72,2.53,1.43,9.02,10.65,100,2.66,Movies,Entertainment,Netflix,2.52,3,1.94,28,3.25,Yes,4,Tablet,10GB,Moderate,5,9,279.32
